cbsa,metro,geotype,group,_20plus_share_00to0509,_20plus_share_00to0509_sig,_20plus_share_0509to1014,_20plus_share_0509to1014_sig,_20plus_share_00to1014,_20plus_share_00to1014_sig,_40plus_share_00to0509,_40plus_share_00to0509_sig,_40plus_share_0509to1014,_40plus_share_0509to1014_sig,_40plus_share_00to1014,_40plus_share_00to1014_sig
40140,"Riverside-San Bernardino-Ontario, CA",Suburb,All,-0.03931,Decrease,0.20721,Increase,0.16790,Increase,-0.01798,Decrease,0.07509,Increase,0.05710,Increase
40140,"Riverside-San Bernardino-Ontario, CA",Suburb,Black,0.00321,No Change,0.22269,Increase,0.22590,Increase,-0.01021,No Change,0.07726,Increase,0.06704,Increase
40140,"Riverside-San Bernardino-Ontario, CA",Suburb,Hispanic,-0.06325,Decrease,0.22783,Increase,0.16459,Increase,-0.03282,Decrease,0.10147,Increase,0.06865,Increase
40140,"Riverside-San Bernardino-Ontario, CA",Suburb,Non-Hispanic White,-0.02874,Decrease,0.13766,Increase,0.10891,Increase,-0.00059,No Change,0.02331,Increase,0.02272,Increase
40380,"Rochester, NY",City,All,0.07272,Increase,0.08604,No Change,0.15876,Increase,0.12540,Increase,0.12686,Increase,0.25226,Increase
40380,"Rochester, NY",City,Black,0.02917,No Change,0.07384,No Change,0.10301,Increase,0.13039,Increase,0.13184,Increase,0.26223,Increase
40380,"Rochester, NY",City,Hispanic,0.03974,No Change,0.03962,No Change,0.07936,No Change,0.05660,No Change,0.23269,Increase,0.28929,Increase
40380,"Rochester, NY",City,Non-Hispanic White,0.17872,Increase,0.10759,No Change,0.28632,Increase,0.15969,Increase,-0.02027,No Change,0.13943,Increase
40380,"Rochester, NY",Metro,All,0.05019,Increase,0.08889,Increase,0.13907,Increase,0.04503,Increase,0.04920,Increase,0.09423,Increase
40380,"Rochester, NY",Metro,Black,0.00675,No Change,0.07639,No Change,0.08314,Increase,0.09141,Increase,0.09927,Increase,0.19068,Increase
40380,"Rochester, NY",Metro,Hispanic,0.00914,No Change,0.01568,No Change,0.02481,No Change,0.02149,No Change,0.13441,Increase,0.15590,Increase
40380,"Rochester, NY",Metro,Non-Hispanic White,0.09450,Increase,0.07163,Increase,0.16612,Increase,0.03301,Increase,-0.01711,No Change,0.01590,Increase
40380,"Rochester, NY",Suburb,All,0.08269,Increase,0.11219,Increase,0.19488,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
40380,"Rochester, NY",Suburb,Black,0.07030,No Change,0.14168,No Change,0.21198,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
40380,"Rochester, NY",Suburb,Hispanic,0.03999,No Change,0.06484,No Change,0.10483,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
40380,"Rochester, NY",Suburb,Non-Hispanic White,0.07902,Increase,0.09282,Increase,0.17183,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
40900,"Sacramento--Roseville--Arden-Arcade, CA",City,All,-0.22293,Decrease,0.23583,Increase,0.01291,No Change,-0.00357,No Change,0.15774,Increase,0.15418,Increase
40900,"Sacramento--Roseville--Arden-Arcade, CA",City,Black,-0.25867,Decrease,0.27523,Increase,0.01655,No Change,0.05220,No Change,0.11941,Increase,0.17161,Increase
40900,"Sacramento--Roseville--Arden-Arcade, CA",City,Hispanic,-0.17256,Decrease,0.23170,Increase,0.05914,No Change,-0.04581,Decrease,0.23041,Increase,0.18460,Increase
40900,"Sacramento--Roseville--Arden-Arcade, CA",City,Non-Hispanic White,-0.22738,Decrease,0.19521,Increase,-0.03217,No Change,0.00131,No Change,0.13872,Increase,0.14003,Increase
40900,"Sacramento--Roseville--Arden-Arcade, CA",Metro,All,-0.08978,Decrease,0.15280,Increase,0.06302,Increase,-0.01931,Decrease,0.07669,Increase,0.05738,Increase
40900,"Sacramento--Roseville--Arden-Arcade, CA",Metro,Black,-0.17154,Decrease,0.16604,Increase,-0.00550,No Change,-0.01958,No Change,0.09860,Increase,0.07902,Increase
40900,"Sacramento--Roseville--Arden-Arcade, CA",Metro,Hispanic,-0.08577,Decrease,0.15224,Increase,0.06647,Increase,-0.05350,Decrease,0.13198,Increase,0.07848,Increase
40900,"Sacramento--Roseville--Arden-Arcade, CA",Metro,Non-Hispanic White,-0.04565,Decrease,0.14315,Increase,0.09750,Increase,-0.00912,Decrease,0.03890,Increase,0.02979,Increase
40900,"Sacramento--Roseville--Arden-Arcade, CA",Suburb,All,0.00442,No Change,0.11279,Increase,0.11721,Increase,-0.02678,Decrease,0.03719,Increase,0.01041,Increase
40900,"Sacramento--Roseville--Arden-Arcade, CA",Suburb,Black,-0.03136,No Change,0.09801,No Change,0.06665,No Change,-0.09736,Decrease,0.09694,Increase,-0.00041,No Change
40900,"Sacramento--Roseville--Arden-Arcade, CA",Suburb,Hispanic,0.00570,No Change,0.09507,Increase,0.10077,Increase,-0.05836,Decrease,0.07454,Increase,0.01618,Increase
40900,"Sacramento--Roseville--Arden-Arcade, CA",Suburb,Non-Hispanic White,0.01353,No Change,0.13284,Increase,0.14636,Increase,-0.01252,Decrease,0.01274,Increase,0.00021,No Change
41180,"St. Louis, MO-IL",City,All,0.02217,No Change,-0.00592,No Change,0.01625,No Change,0.00049,No Change,0.10741,Increase,0.10790,Increase
41180,"St. Louis, MO-IL",City,Black,0.02154,No Change,-0.00749,No Change,0.01405,No Change,-0.01072,No Change,0.16079,Increase,0.15007,Increase
41180,"St. Louis, MO-IL",City,Hispanic,0.00027,No Change,0.03781,No Change,0.03809,No Change,0.00612,No Change,0.11991,No Change,0.12603,No Change
41180,"St. Louis, MO-IL",City,Non-Hispanic White,0.02396,No Change,0.00347,No Change,0.02743,No Change,0.02847,No Change,-0.00849,No Change,0.01998,No Change
41180,"St. Louis, MO-IL",Metro,All,0.03572,Increase,0.04105,Increase,0.07677,Increase,0.00666,No Change,0.00335,No Change,0.01001,Increase
41180,"St. Louis, MO-IL",Metro,Black,0.08341,Increase,0.01565,No Change,0.09906,Increase,0.01676,No Change,0.03877,Increase,0.05553,Increase
41180,"St. Louis, MO-IL",Metro,Hispanic,0.09344,No Change,0.09066,No Change,0.18409,Increase,-0.00444,No Change,0.01982,No Change,0.01538,No Change
41180,"St. Louis, MO-IL",Metro,Non-Hispanic White,0.02971,Increase,0.07488,Increase,0.10459,Increase,0.01530,Increase,-0.01525,Decrease,0.00005,No Change
41180,"St. Louis, MO-IL",Suburb,All,0.07878,Increase,0.07905,Increase,0.15783,Increase,0.02265,Increase,-0.01983,Decrease,0.00281,No Change
41180,"St. Louis, MO-IL",Suburb,Black,0.16047,Increase,0.04674,No Change,0.20721,Increase,0.05113,Increase,-0.03201,Decrease,0.01911,Increase
41180,"St. Louis, MO-IL",Suburb,Hispanic,0.15469,Increase,0.12970,No Change,0.28439,Increase,-0.00194,No Change,0.00185,No Change,-0.00009,No Change
41180,"St. Louis, MO-IL",Suburb,Non-Hispanic White,0.04408,Increase,0.09352,Increase,0.13760,Increase,0.01593,Increase,-0.01377,Decrease,0.00216,Increase
41620,"Salt Lake City, UT",City,All,0.21448,Increase,0.08398,No Change,0.29846,Increase,0.06481,Increase,-0.06481,Decrease,0.00000,#DIV/0!
41620,"Salt Lake City, UT",City,Black,0.24715,No Change,0.01377,No Change,0.26092,No Change,0.17764,Increase,-0.17764,Decrease,0.00000,#DIV/0!
41620,"Salt Lake City, UT",City,Hispanic,0.18248,No Change,0.15480,No Change,0.33729,Increase,0.03187,Increase,-0.03187,Decrease,0.00000,#DIV/0!
41620,"Salt Lake City, UT",City,Non-Hispanic White,0.23576,Increase,0.02632,No Change,0.26209,Increase,0.07079,Increase,-0.07079,Decrease,0.00000,#DIV/0!
41620,"Salt Lake City, UT",Metro,All,0.04811,Increase,0.19948,Increase,0.24759,Increase,0.01980,Increase,0.00003,No Change,0.01984,Increase
41620,"Salt Lake City, UT",Metro,Black,0.09436,No Change,0.20848,No Change,0.30283,Increase,0.07422,Increase,-0.03198,No Change,0.04223,No Change
41620,"Salt Lake City, UT",Metro,Hispanic,-0.01589,No Change,0.28112,Increase,0.26524,Increase,0.01041,Increase,0.00806,No Change,0.01847,Increase
41620,"Salt Lake City, UT",Metro,Non-Hispanic White,0.06988,Increase,0.11016,Increase,0.18004,Increase,0.02041,Increase,-0.01245,Decrease,0.00796,Increase
41620,"Salt Lake City, UT",Suburb,All,0.01347,No Change,0.26384,Increase,0.27731,Increase,0.00000,#DIV/0!,0.02763,Increase,0.02763,Increase
41620,"Salt Lake City, UT",Suburb,Black,0.20618,No Change,0.38219,No Change,0.58837,Increase,0.00000,#DIV/0!,0.06292,No Change,0.06292,No Change
41620,"Salt Lake City, UT",Suburb,Hispanic,-0.03116,No Change,0.36747,Increase,0.33631,Increase,0.00000,#DIV/0!,0.02570,Increase,0.02570,Increase
41620,"Salt Lake City, UT",Suburb,Non-Hispanic White,0.01424,No Change,0.15976,Increase,0.17400,Increase,0.00000,#DIV/0!,0.01077,Increase,0.01077,Increase
41700,"San Antonio-New Braunfels, TX",City,All,-0.00639,No Change,0.04310,No Change,0.03671,Increase,0.02275,Increase,0.04044,Increase,0.06319,Increase
41700,"San Antonio-New Braunfels, TX",City,Black,0.04350,No Change,-0.00966,No Change,0.03383,No Change,-0.02294,No Change,0.01468,No Change,-0.00826,No Change
41700,"San Antonio-New Braunfels, TX",City,Hispanic,-0.02836,No Change,0.05477,Increase,0.02641,No Change,0.02722,Increase,0.04506,Increase,0.07228,Increase
41700,"San Antonio-New Braunfels, TX",City,Non-Hispanic White,0.08963,Increase,-0.00284,No Change,0.08679,Increase,0.03836,No Change,-0.00025,No Change,0.03811,Increase
41700,"San Antonio-New Braunfels, TX",Metro,All,0.01839,No Change,0.01898,No Change,0.03737,Increase,0.02280,Increase,0.02299,Increase,0.04579,Increase
41700,"San Antonio-New Braunfels, TX",Metro,Black,0.07375,No Change,-0.05781,No Change,0.01593,No Change,-0.02044,No Change,0.00475,No Change,-0.01568,No Change
41700,"San Antonio-New Braunfels, TX",Metro,Hispanic,-0.00841,No Change,0.03042,No Change,0.02201,No Change,0.02804,Increase,0.02710,Increase,0.05513,Increase
41700,"San Antonio-New Braunfels, TX",Metro,Non-Hispanic White,0.10211,Increase,-0.00785,No Change,0.09426,Increase,0.02631,No Change,-0.00406,No Change,0.02225,Increase
41700,"San Antonio-New Braunfels, TX",Suburb,All,0.09378,Increase,-0.02806,No Change,0.06572,Increase,0.02219,Increase,-0.02219,Decrease,0.00000,#DIV/0!
41700,"San Antonio-New Braunfels, TX",Suburb,Black,0.24658,Increase,-0.15501,No Change,0.09157,Increase,0.00000,No Change,0.00000,No Change,0.00000,#DIV/0!
41700,"San Antonio-New Braunfels, TX",Suburb,Hispanic,0.07815,Increase,-0.03283,No Change,0.04532,Increase,0.03241,Increase,-0.03241,Decrease,0.00000,#DIV/0!
41700,"San Antonio-New Braunfels, TX",Suburb,Non-Hispanic White,0.09724,Increase,-0.00845,No Change,0.08880,Increase,0.00757,Increase,-0.00757,Decrease,0.00000,#DIV/0!
41740,"San Diego-Carlsbad, CA",City,All,-0.05219,Decrease,0.05249,Increase,0.00029,No Change,-0.09333,Decrease,0.06182,Increase,-0.03151,Decrease
41740,"San Diego-Carlsbad, CA",City,Black,-0.00460,No Change,-0.01455,No Change,-0.01914,No Change,-0.03840,No Change,0.02546,No Change,-0.01293,No Change
41740,"San Diego-Carlsbad, CA",City,Hispanic,-0.07412,Decrease,0.07615,Increase,0.00203,No Change,-0.14669,Decrease,0.12736,Increase,-0.01933,No Change
41740,"San Diego-Carlsbad, CA",City,Non-Hispanic White,0.00503,No Change,0.05981,Increase,0.06484,Increase,-0.01585,Decrease,0.00580,No Change,-0.01005,Decrease
41740,"San Diego-Carlsbad, CA",Metro,All,-0.01070,No Change,0.04877,Increase,0.03807,Increase,-0.04602,Decrease,0.04295,Increase,-0.00307,No Change
41740,"San Diego-Carlsbad, CA",Metro,Black,0.04187,No Change,-0.00670,No Change,0.03517,No Change,-0.02529,No Change,0.02290,No Change,-0.00239,No Change
41740,"San Diego-Carlsbad, CA",Metro,Hispanic,-0.04763,Decrease,0.07201,Increase,0.02438,No Change,-0.07243,Decrease,0.06897,Increase,-0.00346,No Change
41740,"San Diego-Carlsbad, CA",Metro,Non-Hispanic White,0.03106,Increase,0.06611,Increase,0.09717,Increase,-0.00389,No Change,0.02380,Increase,0.01991,Increase
41740,"San Diego-Carlsbad, CA",Suburb,All,0.03686,Increase,0.05127,Increase,0.08813,Increase,0.00651,Increase,0.02999,Increase,0.03650,Increase
41740,"San Diego-Carlsbad, CA",Suburb,Black,0.14124,No Change,0.02552,No Change,0.16676,Increase,0.00000,No Change,0.04029,Increase,0.04029,Increase
41740,"San Diego-Carlsbad, CA",Suburb,Hispanic,-0.00319,No Change,0.06839,Increase,0.06520,Increase,0.00998,Increase,0.02055,Increase,0.03053,Increase
41740,"San Diego-Carlsbad, CA",Suburb,Non-Hispanic White,0.05146,Increase,0.06913,Increase,0.12060,Increase,0.00320,No Change,0.03903,Increase,0.04223,Increase
41860,"San Francisco-Oakland-Hayward, CA",City,All,-0.02201,No Change,0.06571,Increase,0.04370,Increase,-0.02480,Decrease,0.06617,Increase,0.04137,Increase
41860,"San Francisco-Oakland-Hayward, CA",City,Black,-0.02897,No Change,0.01434,No Change,-0.01463,No Change,-0.07034,Decrease,0.09521,Increase,0.02487,Increase
41860,"San Francisco-Oakland-Hayward, CA",City,Hispanic,-0.03593,No Change,0.10922,Increase,0.07329,Increase,-0.01275,Decrease,0.06888,Increase,0.05614,Increase
41860,"San Francisco-Oakland-Hayward, CA",City,Non-Hispanic White,0.00410,No Change,0.06612,Increase,0.07022,Increase,-0.00334,No Change,0.04173,Increase,0.03839,Increase
41860,"San Francisco-Oakland-Hayward, CA",Metro,All,0.01676,Increase,0.05813,Increase,0.07489,Increase,-0.01569,Decrease,0.02906,Increase,0.01337,Increase
41860,"San Francisco-Oakland-Hayward, CA",Metro,Black,-0.05548,Decrease,0.01783,No Change,-0.03766,No Change,-0.06602,Decrease,0.05954,Increase,-0.00649,No Change
41860,"San Francisco-Oakland-Hayward, CA",Metro,Hispanic,0.08028,Increase,0.07355,Increase,0.15383,Increase,-0.00607,Decrease,0.02839,Increase,0.02232,Increase
41860,"San Francisco-Oakland-Hayward, CA",Metro,Non-Hispanic White,0.03044,Increase,0.05426,Increase,0.08470,Increase,0.00081,No Change,0.01397,Increase,0.01478,Increase
41860,"San Francisco-Oakland-Hayward, CA",Suburb,All,0.07308,Increase,0.06056,Increase,0.13364,Increase,-0.00620,Decrease,0.00183,No Change,-0.00436,Decrease
41860,"San Francisco-Oakland-Hayward, CA",Suburb,Black,-0.05909,No Change,0.04734,No Change,-0.01175,No Change,-0.05476,Decrease,0.01638,Increase,-0.03838,Decrease
41860,"San Francisco-Oakland-Hayward, CA",Suburb,Hispanic,0.18841,Increase,0.06631,Increase,0.25472,Increase,-0.00010,No Change,0.00656,Increase,0.00646,Increase
41860,"San Francisco-Oakland-Hayward, CA",Suburb,Non-Hispanic White,0.04659,Increase,0.04662,Increase,0.09321,Increase,0.00315,Increase,-0.00087,No Change,0.00228,No Change
41940,"San Jose-Sunnyvale-Santa Clara, CA",City,All,0.15165,Increase,0.03570,No Change,0.18734,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
41940,"San Jose-Sunnyvale-Santa Clara, CA",City,Black,0.05682,No Change,0.17290,No Change,0.22971,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
41940,"San Jose-Sunnyvale-Santa Clara, CA",City,Hispanic,0.22598,Increase,-0.00110,No Change,0.22488,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
41940,"San Jose-Sunnyvale-Santa Clara, CA",City,Non-Hispanic White,0.03169,No Change,0.07655,Increase,0.10823,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metro,All,0.12136,Increase,0.06271,Increase,0.18407,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metro,Black,0.06128,No Change,0.19743,Increase,0.25871,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metro,Hispanic,0.17514,Increase,0.05436,No Change,0.22950,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metro,Non-Hispanic White,0.03709,Increase,0.05293,Increase,0.09003,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
41940,"San Jose-Sunnyvale-Santa Clara, CA",Suburb,All,0.02914,Increase,0.15052,Increase,0.17967,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
41940,"San Jose-Sunnyvale-Santa Clara, CA",Suburb,Black,0.09028,No Change,0.26484,Increase,0.35512,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
41940,"San Jose-Sunnyvale-Santa Clara, CA",Suburb,Hispanic,0.00961,No Change,0.23499,Increase,0.24460,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
41940,"San Jose-Sunnyvale-Santa Clara, CA",Suburb,Non-Hispanic White,0.03909,Increase,0.02570,No Change,0.06479,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
42540,"Scranton--Wilkes-Barre--Hazleton, PA",City,All,0.20022,Increase,0.22173,Increase,0.42194,Increase,-0.09588,#DIV/0!,0.13583,Increase,0.03995,Increase
42540,"Scranton--Wilkes-Barre--Hazleton, PA",City,Black,0.32539,No Change,0.18247,No Change,0.50786,Increase,-0.16000,#DIV/0!,0.24926,Increase,0.08926,No Change
42540,"Scranton--Wilkes-Barre--Hazleton, PA",City,Hispanic,0.10681,No Change,0.10185,No Change,0.20866,No Change,-0.09417,#DIV/0!,0.22802,Increase,0.13385,Increase
42540,"Scranton--Wilkes-Barre--Hazleton, PA",City,Non-Hispanic White,0.13727,Increase,0.22733,Increase,0.36459,Increase,-0.08891,#DIV/0!,0.06879,Increase,-0.02012,No Change
42540,"Scranton--Wilkes-Barre--Hazleton, PA",Metro,All,0.18296,Increase,0.15189,Increase,0.33485,Increase,0.01402,Increase,0.05140,Increase,0.06542,Increase
42540,"Scranton--Wilkes-Barre--Hazleton, PA",Metro,Black,0.19207,No Change,0.28711,Increase,0.47918,Increase,0.03213,No Change,0.19640,Increase,0.22853,Increase
42540,"Scranton--Wilkes-Barre--Hazleton, PA",Metro,Hispanic,0.19871,Increase,0.23324,Increase,0.43195,Increase,0.00661,No Change,0.15739,Increase,0.16400,Increase
42540,"Scranton--Wilkes-Barre--Hazleton, PA",Metro,Non-Hispanic White,0.15122,Increase,0.09538,Increase,0.24660,Increase,0.01273,No Change,0.00834,No Change,0.02108,Increase
42540,"Scranton--Wilkes-Barre--Hazleton, PA",Suburb,All,0.17928,Increase,0.13669,Increase,0.31597,Increase,0.03692,Increase,0.03359,Increase,0.07051,Increase
42540,"Scranton--Wilkes-Barre--Hazleton, PA",Suburb,Black,0.13529,No Change,0.33691,Increase,0.47221,Increase,0.12031,Increase,0.17067,Increase,0.29098,Increase
42540,"Scranton--Wilkes-Barre--Hazleton, PA",Suburb,Hispanic,0.23125,Increase,0.26924,Increase,0.50049,Increase,0.04055,Increase,0.13737,Increase,0.17792,Increase
42540,"Scranton--Wilkes-Barre--Hazleton, PA",Suburb,Non-Hispanic White,0.15514,Increase,0.07327,Increase,0.22841,Increase,0.03185,Increase,-0.00218,No Change,0.02967,Increase
42660,"Seattle-Tacoma-Bellevue, WA",City,All,0.10724,Increase,0.02938,No Change,0.13663,Increase,-0.02315,Decrease,0.02306,Increase,-0.00009,No Change
42660,"Seattle-Tacoma-Bellevue, WA",City,Black,0.19747,Increase,0.02022,No Change,0.21769,Increase,-0.01691,No Change,0.07632,Increase,0.05941,Increase
42660,"Seattle-Tacoma-Bellevue, WA",City,Hispanic,0.08566,No Change,0.18940,Increase,0.27506,Increase,-0.00382,No Change,0.00236,No Change,-0.00145,No Change
42660,"Seattle-Tacoma-Bellevue, WA",City,Non-Hispanic White,0.08106,Increase,0.00674,No Change,0.08779,Increase,-0.00987,No Change,0.00463,No Change,-0.00524,No Change
42660,"Seattle-Tacoma-Bellevue, WA",Metro,All,0.11266,Increase,0.03693,Increase,0.14958,Increase,-0.00389,Decrease,0.01233,Increase,0.00843,Increase
42660,"Seattle-Tacoma-Bellevue, WA",Metro,Black,0.17869,Increase,0.06829,No Change,0.24698,Increase,-0.00879,No Change,0.03926,Increase,0.03047,Increase
42660,"Seattle-Tacoma-Bellevue, WA",Metro,Hispanic,0.15944,Increase,0.13013,Increase,0.28957,Increase,0.00085,No Change,0.02278,Increase,0.02363,Increase
42660,"Seattle-Tacoma-Bellevue, WA",Metro,Non-Hispanic White,0.08704,Increase,-0.00644,No Change,0.08060,Increase,0.00439,Increase,0.00050,No Change,0.00489,Increase
42660,"Seattle-Tacoma-Bellevue, WA",Suburb,All,0.12854,Increase,0.04591,Increase,0.17445,Increase,0.01062,Increase,0.00838,Increase,0.01901,Increase
42660,"Seattle-Tacoma-Bellevue, WA",Suburb,Black,0.19767,Increase,0.10676,No Change,0.30443,Increase,0.01249,Increase,0.00806,No Change,0.02055,Increase
42660,"Seattle-Tacoma-Bellevue, WA",Suburb,Hispanic,0.20430,Increase,0.11538,Increase,0.31968,Increase,0.00681,Increase,0.02971,Increase,0.03652,Increase
42660,"Seattle-Tacoma-Bellevue, WA",Suburb,Non-Hispanic White,0.09208,Increase,-0.00656,No Change,0.08552,Increase,0.01162,Increase,-0.00045,No Change,0.01117,Increase
44060,"Spokane-Spokane Valley, WA",City,All,0.09871,Increase,0.06232,No Change,0.16103,Increase,0.04858,Increase,0.03014,Increase,0.07872,Increase
44060,"Spokane-Spokane Valley, WA",City,Black,-0.06338,No Change,0.12396,No Change,0.06059,No Change,-0.00161,No Change,0.09724,No Change,0.09563,No Change
44060,"Spokane-Spokane Valley, WA",City,Hispanic,0.06752,No Change,0.13578,No Change,0.20330,No Change,0.09968,No Change,0.06151,No Change,0.16120,Increase
44060,"Spokane-Spokane Valley, WA",City,Non-Hispanic White,0.10894,Increase,0.05058,No Change,0.15952,Increase,0.04344,Increase,0.02615,No Change,0.06959,Increase
44060,"Spokane-Spokane Valley, WA",Metro,All,0.06334,Increase,0.11038,Increase,0.17372,Increase,0.02519,Increase,0.00885,No Change,0.03405,Increase
44060,"Spokane-Spokane Valley, WA",Metro,Black,-0.02996,No Change,-0.00104,No Change,-0.03101,No Change,-0.00678,No Change,0.05843,No Change,0.05165,No Change
44060,"Spokane-Spokane Valley, WA",Metro,Hispanic,0.10393,No Change,0.09164,No Change,0.19557,Increase,0.06851,No Change,0.00778,No Change,0.07629,Increase
44060,"Spokane-Spokane Valley, WA",Metro,Non-Hispanic White,0.06177,Increase,0.11482,Increase,0.17659,Increase,0.02092,Increase,0.00658,No Change,0.02750,Increase
44060,"Spokane-Spokane Valley, WA",Suburb,All,0.02124,No Change,0.20106,Increase,0.22229,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
44060,"Spokane-Spokane Valley, WA",Suburb,Black,0.16768,No Change,-0.18422,No Change,-0.01654,No Change,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
44060,"Spokane-Spokane Valley, WA",Suburb,Hispanic,0.07122,No Change,0.18978,No Change,0.26100,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
44060,"Spokane-Spokane Valley, WA",Suburb,Non-Hispanic White,0.01978,No Change,0.21088,Increase,0.23065,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
44140,"Springfield, MA",City,All,0.15826,Increase,-0.06550,No Change,0.09277,Increase,-0.01435,No Change,0.10376,Increase,0.08942,Increase
44140,"Springfield, MA",City,Black,0.12839,No Change,-0.01698,No Change,0.11141,No Change,-0.00457,No Change,0.18813,Increase,0.18356,Increase
44140,"Springfield, MA",City,Hispanic,0.11210,No Change,-0.06991,No Change,0.04218,No Change,-0.03538,No Change,0.08266,No Change,0.04728,No Change
44140,"Springfield, MA",City,Non-Hispanic White,0.26678,Increase,-0.13011,No Change,0.13667,Increase,0.00660,No Change,0.03570,No Change,0.04230,No Change
44140,"Springfield, MA",Metro,All,0.12734,Increase,-0.08557,Decrease,0.04177,Increase,0.02481,No Change,0.01990,No Change,0.04471,Increase
44140,"Springfield, MA",Metro,Black,0.10797,No Change,-0.05064,No Change,0.05732,No Change,0.00081,No Change,0.13476,Increase,0.13556,Increase
44140,"Springfield, MA",Metro,Hispanic,0.08088,No Change,-0.13039,Decrease,-0.04950,No Change,-0.03017,No Change,0.05037,No Change,0.02020,No Change
44140,"Springfield, MA",Metro,Non-Hispanic White,0.12782,Increase,-0.06258,Decrease,0.06525,Increase,0.05188,Increase,-0.04805,Decrease,0.00383,No Change
44140,"Springfield, MA",Suburb,All,0.09506,Increase,-0.10498,Decrease,-0.00991,No Change,0.05143,Increase,-0.04999,Decrease,0.00144,No Change
44140,"Springfield, MA",Suburb,Black,0.03127,No Change,-0.12180,No Change,-0.09053,No Change,0.03342,No Change,-0.04663,No Change,-0.01322,No Change
44140,"Springfield, MA",Suburb,Hispanic,0.03126,No Change,-0.24397,Decrease,-0.21271,Decrease,-0.02391,No Change,-0.00972,No Change,-0.03363,No Change
44140,"Springfield, MA",Suburb,Non-Hispanic White,0.09550,Increase,-0.03989,No Change,0.05562,Increase,0.06311,Increase,-0.06363,Decrease,-0.00053,No Change
44700,"Stockton-Lodi, CA",City,All,-0.05602,No Change,0.04835,No Change,-0.00767,No Change,-0.04060,Decrease,0.15217,Increase,0.11157,Increase
44700,"Stockton-Lodi, CA",City,Black,-0.07470,No Change,0.01157,No Change,-0.06313,No Change,-0.14333,Decrease,0.19855,Increase,0.05522,No Change
44700,"Stockton-Lodi, CA",City,Hispanic,-0.02990,No Change,0.06380,No Change,0.03390,No Change,-0.01331,No Change,0.20975,Increase,0.19644,Increase
44700,"Stockton-Lodi, CA",City,Non-Hispanic White,-0.08130,No Change,0.07157,No Change,-0.00974,No Change,0.00150,No Change,0.07868,No Change,0.08019,Increase
44700,"Stockton-Lodi, CA",Metro,All,-0.11126,Decrease,0.12859,Increase,0.01733,No Change,-0.04757,Decrease,0.11278,Increase,0.06521,Increase
44700,"Stockton-Lodi, CA",Metro,Black,-0.12997,No Change,0.07061,No Change,-0.05936,No Change,-0.15137,Decrease,0.18723,Increase,0.03587,No Change
44700,"Stockton-Lodi, CA",Metro,Hispanic,-0.06332,No Change,0.13274,Increase,0.06942,Increase,-0.03102,Decrease,0.14501,Increase,0.11399,Increase
44700,"Stockton-Lodi, CA",Metro,Non-Hispanic White,-0.12941,Decrease,0.17262,Increase,0.04321,No Change,-0.00945,No Change,0.05015,Increase,0.04069,Increase
44700,"Stockton-Lodi, CA",Suburb,All,-0.13771,Decrease,0.22207,Increase,0.08436,Increase,-0.03836,#DIV/0!,0.06949,Increase,0.03113,Increase
44700,"Stockton-Lodi, CA",Suburb,Black,-0.38774,Decrease,0.43508,Increase,0.04734,No Change,-0.18984,#DIV/0!,0.19559,Increase,0.00574,No Change
44700,"Stockton-Lodi, CA",Suburb,Hispanic,-0.09304,No Change,0.20300,Increase,0.10996,Increase,-0.04667,#DIV/0!,0.07905,Increase,0.03238,Increase
